#,CLAVE,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,Población total,Población masculina,Población femenina,Población de 0 a 4 años,Población de 0 a 4 años masculina,Población de 0 a 4 años femenina,Población de 0 a 14 años,Población de 0 a 14 años masculina,Población de 0 a 14 años femenina,Población de 5 años,Población de 5 años y más,Población de 5 años y más masculina,Población de 5 años y más femenina,Población de 6 a 12 años,Población de 6 a 14 años,Población de 6 a 14 años masculina,Población de 6 a 14 años femenina,Población de 12 a 14 años,Población de 12 años y más,Población de 15 años y más,Población de 15 años y más masculina,Población de 15 años y más femenina,Población de 15 a 24 años,Población de 15 a 29 años,Población de 15 a 29 años masculina,Población de 15 a 29 años femenina,Población de 15 a 49 años femenina,Población de 15 a 59 años,Población de 15 a 59 años masculina,Población de 15 a 59 años femenina,Población de 18 y más años,Población de 18 años y más  masculina,Población de 18 años y más femenina,Población de 60 años y más,Población de 60 años y más masculina,Población de 60 años y más femenina,Población de 65 años y más,Población de 65 años y más masculina,Población de 65 años y más femenina,Relación hombres mujeres,Promedio de hijos nacidos vivos,Promedio de hijos nacidos vivos de las mujeres de 45 a 49 años,Porcentaje de mujeres de 15 a 19 años con algún hijo nacido vivo,Población de 5 años y más residente en la entidad en octubre de 2000,Población de 5 años y más residente en otra entidad en octubre de 2000,Población masculina de 5 años y más residente en otra entidad en octubre de 2000,Población femenina de 5 años y más residente en otra entidad en octubre de 2000,Población de 5 años y más residente en Estados Unidos de América en octubre de 2000,Población sin derechohabiencia a servicios de salud,Población de 0 a 5 años sin derechohabiencia a servicios de salud,Población femenina de 15 a 49 años sin derechohabiencia a servicios de salud,Población de 60 años y más sin derechohabiencia a servicios de salud,Población derechohabiente a servicios de salud,Población derechohabiente del IMSS,Población derechohabiente del ISSSTE,Población derechohabiente por el Seguro Popular,Población de 8 a 14 años que no sabe leer y escribir,Población masculina de 8 a 14 años que no sabe leer y escribir,Población femenina de 8 a 14 años que no sabe leer y escribir,Población de 15 años y más analfabeta,Población masculina de 15 años y más analfabeta,Población femenina de 15 años y más analfabeta,Población de 5 años que no asiste a la escuela,Población masculina de 5 años que no asiste a la escuela,Población femenina de 5 años que no asiste a la escuela,Población de 6 a 11 años que no asiste a la escuela,Población de 6 a 14 años que no asiste a la escuela,Población masculina de 6 a 14 años que no asiste a la escuela,Población femenina de 6 a 14 años que no asiste a la escuela,Población de 12 a 14 años que no asiste a la escuela,Población de 15 a 24 años que asiste a la escuela,Población masculina de 15 a 24 años que asiste a la escuela,Población femenina de 15 a 24 años que asiste a la escuela,Población de 15 años y más sin escolaridad,Población masculina de 15 años y más sin escolaridad,Población femenina de 15 años y más sin escolaridad,Población de 15 años y más con educación básica incompleta,Población masculina de 15 años y más con educación básica incompleta,Población femenina de 15 años y más con educación básica incompleta,Población de 15 años y más con educación básica completa,Población masculina de 15 años y más con educación básica completa,Población femenina de 15 años y más con educación básica completa,Población de 15 años y más con educación posbásica,Población masculina de 15 años y más con educación posbásica,Población femenina de 15 años y más con educación posbásica,Grado promedio de escolaridad,Grado promedio de escolaridad de la población masculina,Grado promedio de escolaridad de la población femenina,Población de 5 años y más que habla alguna lengua indígena,Población masculina de 5 años y más que habla alguna lengua indígena,Población femenina de 5 años y más que habla alguna lengua indígena,Población de 5 años y más que habla alguna lengua indígena y no habla español,Población masculina de 5 años y más que habla alguna lengua indígena y no habla español,Población femenina de 5 años y más que habla alguna lengua indígena y no habla español,Población de 5 años y más que habla alguna lengua indígena y habla español,Población masculina de 5 años y más que habla alguna lengua indígena y habla español,Población femenina de 5 años y más que habla alguna lengua indígena y habla español,Población en hogares indígenas,Hogares indígenas,Total de hogares,Hogares con jefatura masculina,Hogares con jefatura femenina,Población en hogares,Población en hogares con jefatura masculina,Población en hogares con jefatura femenina,Total de viviendas habitadas,Viviendas particulares habitadas,Ocupantes en viviendas particulares habitadas,Promedio de ocupantes en viviendas particulares habitadas,Promedio de ocupantes por cuarto en viviendas particulares habitadas,Viviendas particulares habitadas con piso de tierra,Viviendas particulares habitadas con piso de cemento o firme,"Viviendas particulares habitadas con piso de madera, mosaico y otros recubrimientos",Viviendas particulares habitadas con 1 dormitorio,Viviendas particulares habitadas con 2 dormitorios y más,Viviendas particulares habitadas con 1 solo cuarto,Viviendas particulares habitadas con 2 cuartos,Viviendas particulares habitadas con 3 cuartos y más,Viviendas particulares habitadas que disponen de excusado o sanitario,Viviendas particulares habitadas que disponen  de agua entubada de la red pública,Viviendas particulares habitadas que no disponen de agua entubada de la red pública,Viviendas particulares habitadas que disponen de drenaje,Viviendas particulares habitadas que no disponen de drenaje,Viviendas particulares habitadas que disponen de energía eléctrica,"Viviendas particulares habitadas que disponen de agua entubada de la red pública, drenaje y energía eléctrica","Viviendas particulares habitadas que no disponen de agua entubada a la red pública, drenaje y energía eléctrica",Viviendas particulares habitadas sin ningún bien,Viviendas particulares habitadas que disponen de televisión,Viviendas particulares habitadas que disponen de refrigerador,Viviendas particulares habitadas que disponen de lavadora,Viviendas particulares habitadas que disponen de computadora,Viviendas particulares habitadas con todos los bienes
1,1400100010067,001,Acatic,0001,Acatic,0067,926,440,486,116,54,62,355,179,176,22,806,384,422,146,217,115,102,71,638,567,259,308,187,239,108,131,252,524,242,282,497,227,270,43,17,26,29,13,16,90.53,3.18,7,4,758,14,10,4,25,527,78,148,24,391,205,14,160,3,,,77,37,40,,0,,9,34,18,16,25,33,17,16,70,32,38,333,153,180,73,30,43,76,36,40,5.68,5.57,5.77,5,,3,0,0,0,,,,12,3,204,161,43,922,761,161,205,205,926,4.52,1.21,3,74,126,66,137,4,27,172,197,193,10,199,4,202,190,0,,199,183,175,18,17
2,1400100010071,001,Acatic,0001,Acatic,0071,2219,1047,1172,182,82,100,610,311,299,53,2000,947,1053,240,375,195,180,135,1707,1572,718,854,457,614,280,334,599,1292,589,703,1413,645,768,280,129,151,205,95,110,89.33,3.32,4.78,8.18,1955,13,8,5,26,1361,140,366,166,803,407,31,329,9,5,4,185,85,100,3,,,9,37,21,16,28,100,38,62,157,69,88,819,381,438,257,114,143,243,105,138,6.14,6.07,6.19,4,3,,0,0,0,4,3,,,,544,384,160,2183,1665,518,539,539,2219,4.12,1.03,11,111,409,164,367,12,43,476,520,521,9,524,6,530,515,0,,520,497,462,65,63
3,1400100010103,001,Acatic,0001,Acatic,0103,504,246,258,68,32,36,210,102,108,22,435,214,221,74,120,58,62,46,339,293,144,149,96,126,59,67,128,275,134,141,257,126,131,18,10,8,14,8,6,95.35,2.8,6.75,18.52,426,4,4,0,3,197,34,57,5,304,218,4,76,,,,36,20,16,0,0,0,,11,6,5,10,18,7,11,19,10,9,161,81,80,63,31,32,25,9,16,6.02,5.96,6.08,0,0,0,0,0,0,0,0,0,0,0,110,93,17,504,440,64,110,110,504,4.58,1.31,,68,41,26,84,,12,97,110,103,7,110,0,109,102,0,0,108,100,92,5,5
4,1400100010118,001,Acatic,0001,Acatic,0118,569,277,292,79,45,34,230,124,106,16,489,231,258,98,135,70,65,37,375,338,152,186,118,163,69,94,164,318,142,176,298,135,163,20,10,10,10,5,5,94.86,2.83,5.71,3.33,482,,,0,6,266,38,89,13,301,109,7,185,,,0,39,18,21,3,,,,17,7,10,15,23,9,14,36,15,21,228,110,118,47,15,32,27,12,15,5.26,5,5.48,0,0,0,0,0,0,0,0,0,0,0,119,92,27,569,446,123,119,119,569,4.78,1.35,5,54,60,46,73,3,29,87,115,110,9,118,,119,110,0,,117,98,96,4,4
5,1400100010122,001,Acatic,0001,Acatic,0122,603,300,303,70,37,33,241,125,116,19,532,262,270,101,152,78,74,51,412,361,174,187,123,164,77,87,160,336,161,175,310,150,160,25,13,12,13,5,8,99.01,3.07,6.14,5.26,531,0,0,0,,325,51,91,9,275,106,22,146,0,0,0,45,25,20,,,0,,16,9,7,14,27,9,18,56,32,24,204,96,108,57,23,34,42,22,20,5.75,5.67,5.82,0,0,0,0,0,0,0,0,0,0,0,129,111,18,603,533,70,127,127,603,4.75,1.29,4,51,72,34,93,3,19,105,127,111,16,127,0,127,111,0,0,126,118,113,10,9
6,1400100010137,001,Acatic,0001,Acatic,0137,61,32,29,9,5,4,27,16,11,3,52,27,25,10,15,10,5,5,39,34,16,18,9,9,3,6,16,30,14,16,28,15,13,4,,,,,,110.34,3.88,0,33.33,50,0,0,0,,21,4,6,,39,19,4,16,,,0,,0,,0,0,0,,,,,,,0,,,,,22,12,10,6,,5,4,,,5.76,5.07,6.33,0,0,0,0,0,0,0,0,0,0,0,15,13,,61,56,5,13,13,61,4.69,1.36,0,6,6,,11,0,,11,12,12,0,12,0,12,12,0,0,12,12,10,,
7,1400100010141,001,Acatic,0001,Acatic,0141,74,38,36,7,3,4,29,16,13,,67,35,32,11,20,12,8,9,54,45,22,23,18,22,11,11,20,42,21,21,41,20,21,3,,,3,,,105.56,2.67,4,0,66,0,0,0,,30,,9,,44,19,16,9,0,0,0,4,,3,0,0,0,0,5,3,,5,3,,,,,,30,14,16,3,,,9,5,4,6.77,7.29,6.27,,0,,0,0,0,,0,,4,,14,13,,74,70,4,14,14,74,5.29,1.25,0,5,9,,12,0,0,14,14,14,0,14,0,14,14,0,0,14,12,13,,
8,1400100010156,001,Acatic,0001,Acatic,0156,7,,5,,0,,4,,3,0,5,,3,,,,,0,3,3,,,,,,,,3,,,3,,,0,0,0,0,0,0,40,2,0,0,4,0,0,0,0,4,,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,9.33,9,9.5,0,0,0,0,0,0,0,0,0,0,0,,,,7,3,4,2,,7,3.5,0.88,0,0,,,,0,0,,,,0,,0,,,0,0,,,,0,0
9,1400100010160,001,Acatic,0001,Acatic,0160,88,44,44,19,8,11,39,19,20,6,69,36,33,10,14,8,6,4,53,49,25,24,11,23,10,13,22,46,24,22,43,21,22,3,,,,,,100,3.29,12,0,63,0,0,0,6,42,9,12,0,46,21,0,25,0,0,0,4,3,,0,0,0,0,,,,,4,,,3,,,38,20,18,3,3,0,5,,4,5.56,5.29,5.83,0,0,0,0,0,0,0,0,0,0,0,21,18,3,88,73,15,21,21,88,4.19,1.23,,12,7,3,17,0,3,17,19,17,3,19,,20,17,0,,19,18,16,,
10,1400100010175,001,Acatic,0001,Acatic,0175,42,25,17,11,7,4,20,15,5,,31,18,13,6,8,7,,,24,22,10,12,6,11,5,6,11,20,9,11,20,9,11,,,,,,,147.06,2.23,9,0,31,0,0,0,0,13,3,4,,29,11,0,18,,,0,5,3,,0,0,0,,,,0,0,0,0,0,4,,,12,6,6,5,,3,,0,,4.73,4.2,5.17,0,0,0,0,0,0,0,0,0,0,0,8,8,0,42,42,0,8,8,42,5.25,1.45,0,3,5,3,5,0,0,8,8,8,0,8,0,8,8,0,0,8,7,7,0,0
